Cakupan,UHH,HLS,RLS,Pengeluaran,IPM,Tahun
KABUPATEN GUNUNG MAS,70.96,12.05,9.25,11462.0,72.09,2023
KABUPATEN BARITO TIMUR,68.91,12.87,9.45,12083.0,72.7,2023
KABUPATEN MURUNG RAYA,69.94,12.04,7.81,11053.0,69.42,2023
KOTA PALANGKA RAYA,73.7,14.99,11.65,14727.0,81.68,2023
KABUPATEN TANAH LAUT,70.11,12.41,7.92,12198.0,70.98,2023
KABUPATEN KOTA BARU,69.77,12.07,7.55,12480.0,70.18,2023
KABUPATEN BANJAR,68.01,13.03,7.94,13301.0,71.46,2023
KABUPATEN BARITO KUALA,66.8,12.55,7.74,10750.0,68.11,2023
KABUPATEN TAPIN,71.16,12.33,8.05,12776.0,72.0,2023
KABUPATEN HULU SUNGAI SELATAN,66.9,12.46,7.86,13743.0,70.5,2023
KABUPATEN HULU SUNGAI TENGAH,66.86,12.24,8.29,12782.0,70.13,2023
KABUPATEN HULU SUNGAI UTARA,64.97,13.19,7.77,10491.0,67.66,2023
KABUPATEN TABALONG,71.28,12.91,9.14,12507.0,73.85,2023
KABUPATEN TANAH BUMBU,70.94,12.6,8.3,12516.0,72.31,2023
KABUPATEN BALANGAN,68.4,12.82,8.03,11888.0,70.49,2023
KOTA BANJARMASIN,71.89,13.97,10.24,15280.0,78.5,2023
KOTA BANJAR BARU,72.62,14.85,10.99,14524.0,80.11,2023
KABUPATEN PASER,72.99,13.37,8.91,11651.0,74.14,2023
KABUPATEN KUTAI BARAT,73.19,13.25,8.85,11291.0,73.72,2023
KABUPATEN KUTAI KARTANEGARA,72.75,13.64,9.26,12323.0,75.3,2023
KABUPATEN KUTAI TIMUR,73.57,13.01,9.45,11961.0,74.98,2023
KABUPATEN BERAU,72.41,13.36,9.56,13620.0,76.21,2023
KABUPATEN PENAJAM PASER UTARA,71.83,12.86,8.53,12517.0,73.3,2023
KABUPATEN MAHAKAM HULU,72.46,12.63,8.49,8696.0,69.59,2023
KOTA BALIKPAPAN,74.89,14.24,10.93,16195.0,81.66,2023
KOTA SAMARINDA,74.68,15.39,10.93,15610.0,82.32,2023
KOTA BONTANG,74.67,13.43,10.92,17659.0,81.56,2023
KABUPATEN MALINAU,71.51,13.34,9.43,10708.0,73.19,2023
KABUPATEN BULUNGAN,72.78,13.04,9.21,10205.0,72.72,2023
KABUPATEN TANA TIDUNG,71.53,12.39,9.04,8386.0,69.2,2023
KABUPATEN NUNUKAN,71.42,12.68,8.26,7787.0,67.7,2023
KOTA TARAKAN,74.08,14.21,10.36,11992.0,77.53,2023
KABUPATEN BOLAANG MONGONDOW,70.07,11.63,8.36,10915.0,69.62,2023
KABUPATEN MINAHASA,71.82,14.18,10.11,13027.0,76.96,2023
KABUPATEN KEPULAUAN SANGIHE,70.78,12.6,8.64,11946.0,72.22,2023
KABUPATEN KEPULAUAN TALAUD,70.91,12.66,9.91,9146.0,71.14,2023
KABUPATEN MINAHASA SELATAN,70.71,12.99,9.41,12090.0,73.66,2023
KABUPATEN MINAHASA UTARA,71.99,13.07,10.3,11958.0,75.31,2023
KABUPATEN BOLAANG MONGONDOW UTARA,68.33,12.38,8.58,9652.0,68.64,2023
KABUPATEN SIAU TAGULANDANG BIARO,71.59,12.03,9.25,8742.0,69.57,2023
KABUPATEN MINAHASA TENGGARA,70.86,12.45,9.13,11034.0,71.93,2023
KABUPATEN BOLAANG MONGONDOW SELATAN,64.95,12.33,8.17,9593.0,66.4,2023
KABUPATEN BOLAANG MONGONDOW TIMUR,68.51,11.9,8.27,9741.0,67.95,2023
KOTA MANADO,72.5,14.19,11.44,14822.0,80.14,2023
KOTA BITUNG,71.68,12.66,9.94,12954.0,75.11,2023
KOTA TOMOHON,72.84,14.24,10.99,12488.0,78.1,2023
KOTA KOTAMOBAGU,71.34,12.9,10.33,11452.0,74.43,2023
KABUPATEN BANGGAI KEPULAUAN,66.87,13.09,8.62,8066.0,66.82,2023
KABUPATEN BANGGAI,71.02,13.34,8.63,10400.0,71.7,2023
KABUPATEN MOROWALI,69.37,13.38,9.37,11708.0,73.02,2023
KABUPATEN POSO,71.33,13.74,9.53,9622.0,72.48,2023
KABUPATEN DONGGALA,67.86,12.61,7.99,8766.0,66.95,2023
KABUPATEN TOLI-TOLI,66.78,13.04,8.77,8665.0,67.66,2023
KABUPATEN BUOL,69.73,13.17,9.09,8678.0,69.57,2023
KABUPATEN PARIGI MOUTONG,64.62,12.51,8.04,10471.0,67.11,2023
KABUPATEN TOJO UNA-UNA,66.41,12.37,8.51,8550.0,66.39,2023
KABUPATEN SIGI,70.35,13.05,9.03,8891.0,69.93,2023
KABUPATEN BANGGAI LAUT,66.08,13.03,8.64,8470.0,66.93,2023
KABUPATEN MOROWALI UTARA,69.97,12.29,8.94,9623.0,69.73,2023
KOTA PALU,71.45,16.51,11.74,15501.0,82.52,2023
KABUPATEN KEPULAUAN SELAYAR,69.04,12.69,8.35,9830.0,69.2,2023
KABUPATEN BULUKUMBA,68.84,13.43,8.26,11392.0,71.21,2023
KABUPATEN BANTAENG,71.11,12.53,7.09,12304.0,70.57,2023
KABUPATEN JENEPONTO,66.99,12.12,7.0,9781.0,65.9,2023
KABUPATEN TAKALAR,67.9,12.49,7.66,11239.0,68.9,2023
KABUPATEN GOWA,70.89,13.7,8.41,10233.0,71.57,2023
KABUPATEN SINJAI,67.92,13.26,7.8,10180.0,68.92,2023
KABUPATEN MAROS,69.45,13.5,8.03,11795.0,71.63,2023
KABUPATEN PANGKAJENE DAN KEPULAUAN,67.36,12.8,8.31,12241.0,70.59,2023
KABUPATEN BARRU,69.55,13.62,8.54,11712.0,72.36,2023
KABUPATEN BONE,67.85,13.0,7.54,9682.0,67.81,2023
KABUPATEN SOPPENG,70.5,13.21,8.27,10098.0,70.58,2023
KABUPATEN WAJO,68.1,13.31,7.45,13192.0,71.1,2023
KABUPATEN SIDENRENG RAPPANG,70.74,13.02,8.2,12739.0,72.71,2023
KABUPATEN PINRANG,70.49,13.27,8.3,12559.0,72.84,2023
KABUPATEN ENREKANG,71.34,13.87,8.94,11636.0,73.89,2023
KABUPATEN LUWU,71.0,13.41,8.73,10691.0,72.16,2023
KABUPATEN TANA TORAJA,73.99,13.88,8.6,8017.0,70.73,2023
KABUPATEN LUWU UTARA,69.36,12.59,8.14,12513.0,71.34,2023
KABUPATEN LUWU TIMUR,71.19,13.01,8.93,13451.0,74.35,2023
KABUPATEN TORAJA UTARA,73.83,13.42,8.51,8871.0,71.23,2023
KOTA MAKASSAR,72.6,15.61,11.56,17889.0,83.52,2023
KOTA PAREPARE,71.78,14.54,10.7,14495.0,79.03,2023
KOTA PALOPO,71.39,15.12,11.13,13892.0,79.45,2023
KABUPATEN BUTON,68.56,13.88,8.49,7995.0,68.12,2023
KABUPATEN MUNA,70.56,14.02,8.53,8703.0,70.16,2023
KABUPATEN KONAWE,70.44,13.04,9.56,10963.0,72.77,2023
KABUPATEN KOLAKA,71.42,13.03,9.35,13055.0,74.72,2023
KABUPATEN KONAWE SELATAN,71.02,12.78,8.51,9753.0,70.32,2023
KABUPATEN BOMBANA,69.34,11.9,8.07,9132.0,67.43,2023
KABUPATEN WAKATOBI,70.72,13.52,8.51,10240.0,71.43,2023
KABUPATEN KOLAKA UTARA,70.47,12.17,8.81,11020.0,71.04,2023
KABUPATEN BUTON UTARA,71.02,13.17,9.12,8289.0,69.7,2023
KABUPATEN KONAWE UTARA,69.68,13.12,9.6,10113.0,71.71,2023
KABUPATEN KOLAKA TIMUR,73.01,12.7,8.4,8520.0,69.57,2023
KABUPATEN KONAWE KEPULAUAN,68.52,12.54,9.45,7564.0,67.32,2023
KABUPATEN MUNA BARAT,70.46,12.62,7.86,8076.0,67.13,2023
KABUPATEN BUTON TENGAH,67.9,13.2,7.34,8003.0,65.83,2023
KABUPATEN BUTON SELATAN,67.86,13.26,7.65,7936.0,66.15,2023
KOTA KENDARI,74.07,16.91,12.53,15116.0,84.85,2023
KOTA BAUBAU,71.51,15.52,11.02,11207.0,77.52,2023
KABUPATEN BOALEMO,69.92,12.48,7.3,9941.0,68.18,2023
KABUPATEN GORONTALO,68.09,13.21,7.79,10336.0,69.09,2023
KABUPATEN POHUWATO,64.95,12.46,7.59,11018.0,67.15,2023
KABUPATEN BONE BOLANGO,69.24,13.67,8.35,11114.0,71.51,2023
KABUPATEN GORONTALO UTARA,66.67,12.49,7.17,10037.0,66.61,2023
KOTA GORONTALO,73.25,14.58,10.4,13351.0,78.64,2023
KABUPATEN MAJENE,62.56,13.71,9.28,10462.0,68.62,2023
KABUPATEN POLEWALI MANDAR,63.2,13.48,7.71,9096.0,65.59,2023
KABUPATEN MAMASA,71.45,12.54,8.11,8108.0,67.83,2023
KABUPATEN MAMUJU,68.66,13.26,8.16,10075.0,69.61,2023
KABUPATEN PASANGKAYU,67.33,12.07,8.12,11649.0,69.11,2023
KABUPATEN MAMUJU TENGAH,69.37,12.66,7.73,8821.0,67.45,2023
KABUPATEN KUANTAN SINGINGI ,69.13,13.37,8.9,10945.0,71.67,2023
KABUPATEN INDRAGIRI HULU,70.69,12.59,8.42,10957.0,71.04,2023
KABUPATEN INDRAGIRI HILIR,68.62,12.2,7.31,10659.0,67.98,2023
KABUPATEN PELALAWAN,72.0,12.9,8.73,12399.0,73.59,2023
KABUPATEN SIAK,71.64,12.86,9.88,12637.0,74.98,2023
KABUPATEN KAMPAR,71.42,13.6,9.4,11662.0,74.24,2023
KABUPATEN ROKAN HULU,70.84,12.88,8.81,10055.0,71.02,2023
KABUPATEN BENGKALIS,71.79,13.34,9.73,12153.0,74.97,2023
KABUPATEN ROKAN HILIR,70.99,12.88,8.52,10097.0,70.78,2023
KABUPATEN KEPULAUAN MERANTI,68.41,12.86,7.99,8613.0,67.28,2023
KOTA PEKANBARU,73.02,15.58,11.94,14983.0,82.38,2023
KOTA DUMAI,71.67,13.33,10.16,12457.0,75.66,2023
KABUPATEN MLUKU TENGGARA BARAT,63.99,12.33,9.91,6722.0,64.16,2023
KABUPATEN MALUKU TENGGARA,65.78,12.9,9.79,8174.0,67.57,2023
KABUPATEN MALUKU TENGAH,67.04,14.37,9.78,10788.0,72.45,2023
KABUPATEN BURU,67.03,13.23,9.01,10879.0,70.56,2023
KABUPATEN KEPULAUAN ARU,63.57,12.36,8.97,8133.0,65.01,2023
KABUPATEN SERAM BAGIAN BARAT,62.61,13.69,9.35,9324.0,67.56,2023
KABUPATEN SERAM BAGIAN TIMUR,60.46,12.91,8.82,10020.0,65.82,2023
KABUPATEN MALUKU BARAT DAYA,63.39,12.7,8.92,7223.0,63.93,2023
KABUPATEN BURU SELATAN,66.96,12.84,8.23,8108.0,66.23,2023
KOTA AMBON,71.37,16.07,12.22,14692.0,82.06,2023
KOTA TUAL,66.65,14.01,10.66,7825.0,69.43,2023
KABUPATEN HALMAHERA BARAT,66.91,13.24,8.58,8046.0,66.91,2023
KABUPATEN HALMAHERA TENGAH,65.06,13.23,9.19,8675.0,67.48,2023
KABUPATEN KEPULAUAN SULA,63.94,12.97,9.04,7718.0,65.29,2023
KABUPATEN HALMAHERA SELATAN,66.5,13.03,8.17,7883.0,65.83,2023
KABUPATEN HALMAHERA UTARA,70.11,13.68,8.65,8152.0,69.05,2023
KABUPATEN HALMAHERA TIMUR,69.9,12.87,8.66,8650.0,68.82,2023
KABUPATEN PULAU MOROTAI,68.1,12.99,7.55,7141.0,64.73,2023
KABUPATEN PULAU TALIABU,62.79,12.87,7.97,6939.0,62.31,2023
KOTA TERNATE,71.7,15.78,12.07,14042.0,81.35,2023
KOTA TIDORE KEPULAUAN,70.1,14.48,9.97,9034.0,72.4,2023
KABUPATEN FAKFAK,69.02,14.78,9.17,7851.0,69.72,2023
KABUPATEN KAIMANA,65.62,12.5,8.8,8749.0,66.72,2023
KABUPATEN TELUK WONDAMA,60.86,11.9,7.27,8490.0,61.67,2023
KABUPATEN TELUK BINTUNI,61.76,12.44,8.51,10324.0,66.0,2023
KABUPATEN MANOKWARI,69.55,13.78,8.54,12566.0,73.21,2023
KABUPATEN MANOKWARI SELATAN,68.09,12.56,6.96,5948.0,61.55,2023
KABUPATEN PEGUNUNGAN ARFAK,67.71,11.79,5.51,5438.0,57.82,2023
KABUPATEN JAYAPURA,67.78,14.58,10.32,10671.0,73.5,2023
KABUPATEN KEPULAUAN YAPEN,69.63,12.81,9.7,8091.0,69.11,2023
KABUPATEN BIAK NUMFOR,68.74,14.22,10.54,10229.0,73.46,2023
KABUPATEN SARMI,67.07,12.33,9.36,7204.0,65.8,2023
KABUPATEN KEEROM,67.24,12.46,8.57,9545.0,68.08,2023
KABUPATEN WAROPEN,66.92,12.84,9.41,7335.0,66.46,2023
KABUPATEN SUPIORI,66.66,13.19,9.2,6259.0,64.61,2023
KABUPATEN MAMBERAMO RAYA,58.54,11.83,6.28,5105.0,54.08,2023
KOTA JAYAPURA,71.07,15.26,11.84,15272.0,81.14,2023
KABUPATEN NDUGA,55.72,4.33,1.71,4352.0,35.19,2023
KABUPATEN LANNY JAYA,66.51,9.27,3.71,4751.0,50.56,2023
KABUPATEN MAMBERAMO TENGAH,64.14,9.62,3.63,4855.0,50.22,2023
KABUPATEN YALIMO,65.95,9.66,3.34,5015.0,50.87,2023
KABUPATEN YAHUKIMO,66.42,8.04,4.34,5351.0,51.19,2023
KABUPATEN PEGUNUNGAN BINTANG,64.99,6.78,3.37,5849.0,48.18,2023
KABUPATEN TOLIKARA,66.33,9.02,3.68,5397.0,51.48,2023
KABUPATEN JAYAWIJAYA,60.5,12.84,5.98,8159.0,60.5,2023
KABUPATEN MERAUKE,67.6,14.47,9.25,10747.0,72.19,2023
KABUPATEN BOVEN DIGOEL,60.97,11.43,9.25,8396.0,63.46,2023
KABUPATEN MAPPI,65.9,11.04,6.95,6821.0,60.57,2023
KABUPATEN ASMAT,59.19,9.7,5.58,6057.0,53.19,2023
KABUPATEN NABIRE,68.73,12.64,10.33,9381.0,70.84,2023
KABUPATEN PANIAI,67.22,10.53,4.79,6977.0,57.91,2023
KABUPATEN PUNCAK JAYA,65.9,7.51,4.23,5731.0,50.81,2023
KABUPATEN MIMIKA,72.83,12.96,10.47,12076.0,75.91,2023
KABUPATEN PUNCAK,66.4,5.59,2.19,5975.0,44.59,2023
KABUPATEN DOGIYAI,66.39,10.62,4.97,6182.0,56.7,2023
KABUPATEN INTAN JAYA,66.12,7.69,3.27,6140.0,50.19,2023
KABUPATEN DEIYAI,65.93,9.85,3.27,5104.0,51.18,2023
KABUPATEN SORONG SELATAN,67.01,13.28,7.62,6727.0,63.94,2023
KABUPATEN SORONG,66.89,13.92,8.61,7984.0,67.49,2023
KABUPATEN RAJA AMPAT,65.41,12.11,8.24,8483.0,65.26,2023
KABUPATEN TAMBRAUW,61.14,12.36,5.71,5302.0,55.55,2023
KABUPATEN MAYBRAT,65.82,13.49,7.32,5669.0,61.29,2023
KOTA SORONG,71.92,14.42,11.5,14133.0,79.65,2023
KABUPATEN KERINCI,70.55,13.91,8.59,10965.0,72.54,2023
KABUPATEN MERANGIN,71.75,12.25,8.13,10969.0,70.81,2023
KABUPATEN SAROLANGUN,69.7,12.48,8.14,12392.0,71.29,2023
KABUPATEN BATANG HARI,71.22,12.96,8.22,10528.0,71.02,2023
KABUPATEN MUARO JAMBI,71.84,13.15,8.69,9525.0,71.04,2023
KABUPATEN TANJUNG JABUNG TIMUR,66.98,12.2,7.43,9898.0,66.65,2023
KABUPATEN TANJUNG JABUNG BARAT,68.67,12.67,8.31,10229.0,69.35,2023
KABUPATEN TEBO,70.49,12.92,7.94,10894.0,70.63,2023
KABUPATEN BUNGO,68.43,12.66,8.39,12224.0,71.06,2023
KOTA JAMBI,73.29,15.54,11.32,12783.0,80.15,2023
KOTA SUNGAI PENUH,72.86,14.83,10.36,11027.0,76.65,2023
KABUPATEN OGAN KOMERING ULU,68.85,12.99,8.85,10859.0,71.01,2023
KABUPATEN OGAN KOMERING ILIR,69.31,11.97,7.08,11736.0,68.65,2023
KABUPATEN MUARA ENIM,69.72,12.01,8.14,11683.0,70.24,2023
KABUPATEN LAHAT,66.87,12.44,8.56,10811.0,69.1,2023
KABUPATEN MUSI RAWAS,68.95,12.22,7.56,10429.0,68.26,2023
KABUPATEN MUSI BANYUASIN,69.51,12.31,7.68,10862.0,69.17,2023
KABUPATEN BANYU ASIN,69.76,12.09,7.46,10731.0,68.65,2023
KABUPATEN OGAN KOMERING ULU SELATAN,67.88,11.79,8.05,9176.0,66.67,2023
KABUPATEN OGAN KOMERING ULU TIMUR,69.78,12.47,8.07,12046.0,70.96,2023
KABUPATEN OGAN ILIR,66.33,12.41,8.08,11456.0,68.76,2023
KABUPATEN EMPAT LAWANG,65.73,12.1,7.66,10375.0,66.68,2023
KABUPATEN PENUKAL ABAB LEMATANG ILIR,68.96,12.49,7.08,9139.0,66.64,2023
KABUPATEN MUSI RAWAS UTARA,66.37,11.7,7.5,10631.0,66.6,2023
KOTA PALEMBANG,71.99,14.45,10.92,15592.0,80.02,2023
KOTA PRABUMULIH,71.27,13.31,10.35,13494.0,76.46,2023
KOTA PAGAR ALAM,67.7,13.49,9.43,9683.0,70.45,2023
KOTA LUBUKLINGGAU,70.25,13.55,9.93,14211.0,76.19,2023
KABUPATEN BENGKULU SELATAN,68.4,13.65,9.41,10657.0,71.91,2023
KABUPATEN REJANG LEBONG,69.22,14.19,8.8,10848.0,72.31,2023
KABUPATEN BENGKULU UTARA,68.77,12.91,8.11,11188.0,70.28,2023
KABUPATEN KAUR,67.27,13.14,8.41,9365.0,68.38,2023
KABUPATEN SELUMA,68.35,13.32,8.13,8949.0,68.27,2023
KABUPATEN MUKOMUKO,67.3,12.86,8.56,11075.0,69.97,2023
KABUPATEN LEBONG,63.93,12.9,8.26,12012.0,68.71,2023
KABUPATEN KEPAHIANG,68.46,13.14,8.36,10044.0,69.6,2023
KABUPATEN BENGKULU TENGAH,68.52,13.46,7.51,10114.0,68.99,2023
KOTA BENGKULU,70.74,16.06,11.83,14924.0,81.45,2023
KABUPATEN LAMPUNG BARAT,68.13,12.29,8.36,10593.0,69.11,2023
KABUPATEN TANGGAMUS,69.23,12.31,7.36,10038.0,67.86,2023
KABUPATEN LAMPUNG SELATAN,69.97,12.64,7.77,10617.0,69.63,2023
KABUPATEN LAMPUNG TIMUR,71.25,12.97,8.14,10812.0,71.21,2023
KABUPATEN LAMPUNG TENGAH,70.29,13.04,7.81,12195.0,71.6,2023
KABUPATEN LAMPUNG UTARA,69.83,12.55,8.36,9374.0,68.95,2023
KABUPATEN WAY KANAN,69.91,12.43,7.74,9887.0,68.63,2023
KABUPATEN TULANGBAWANG,70.42,12.29,7.57,11552.0,70.02,2023
KABUPATEN PESAWARAN,69.74,12.62,7.99,8633.0,67.67,2023
KABUPATEN PRINGSEWU,71.05,12.92,8.42,11016.0,71.61,2023
KABUPATEN MESUJI,68.75,11.81,7.11,8947.0,65.64,2023
KABUPATEN TULANG BAWANG BARAT,70.42,12.1,7.79,9162.0,67.81,2023
KABUPATEN PESISIR BARAT,64.29,12.14,8.7,9102.0,66.0,2023
KOTA BANDAR LAMPUNG,71.91,14.72,10.97,13092.0,78.56,2023
KOTA METRO,72.12,14.77,11.0,12618.0,78.36,2023
KABUPATEN BANGKA,71.6,13.11,8.32,13146.0,73.66,2023
KABUPATEN BELITUNG,71.54,11.9,8.98,14365.0,74.02,2023
KABUPATEN BANGKA BARAT,70.43,11.73,7.47,13105.0,70.45,2023
KABUPATEN BANGKA TENGAH,72.11,12.12,7.23,13643.0,71.71,2023
KABUPATEN BANGKA SELATAN,68.98,11.59,6.91,12627.0,68.51,2023
KABUPATEN BELITUNG TIMUR,72.59,11.66,8.9,12536.0,72.86,2023
KOTA PANGKAL PINANG,73.96,13.19,10.5,16734.0,79.93,2023
KABUPATEN KARIMUN,72.01,12.61,8.69,12756.0,73.51,2023
KABUPATEN BINTAN,71.09,13.44,8.92,14882.0,75.7,2023
KABUPATEN NATUNA,66.22,13.93,9.08,15409.0,74.21,2023
KABUPATEN LINGGA,63.5,12.63,7.35,12485.0,67.44,2023
KABUPATEN KEPULAUAN ANAMBAS,68.1,13.05,7.4,12495.0,70.26,2023
KOTA B A T A M,73.94,13.34,11.19,18990.0,82.11,2023
KOTA TANJUNG PINANG,72.85,14.15,10.65,16213.0,80.23,2023
KABUPATEN SIMEULUE,65.61,14.28,9.81,7686.0,68.06,2023
KABUPATEN ACEH SINGKIL,67.78,14.35,8.7,9374.0,70.14,2023
KABUPATEN ACEH SELATAN,64.81,14.7,8.91,8712.0,68.44,2023
KABUPATEN ACEH TENGGARA,68.65,14.27,10.09,8566.0,71.05,2023
KABUPATEN ACEH TIMUR,69.07,13.07,8.47,9436.0,69.32,2023
KABUPATEN ACEH TENGAH,69.18,14.85,9.89,11323.0,74.6,2023
KABUPATEN ACEH BARAT,68.34,14.64,9.98,10085.0,72.88,2023
KABUPATEN ACEH BESAR,70.14,14.76,10.36,10309.0,74.53,2023
KABUPATEN PIDIE,67.29,14.5,9.03,10584.0,71.66,2023
KABUPATEN BIREUEN,71.66,14.87,9.32,9758.0,73.63,2023
KABUPATEN ACEH UTARA,69.15,14.74,8.85,8970.0,70.87,2023
KABUPATEN ACEH BARAT DAYA,65.48,13.67,8.77,9043.0,68.07,2023
KABUPATEN GAYO LUES,65.92,14.34,8.42,9407.0,68.93,2023
KABUPATEN ACEH TAMIANG,70.04,14.23,9.24,9050.0,71.35,2023
KABUPATEN NAGAN RAYA,69.6,14.17,8.96,9062.0,70.78,2023
KABUPATEN ACEH JAYA,67.55,14.02,8.74,10461.0,70.88,2023
KABUPATEN BENER MERIAH,69.64,13.72,10.12,11855.0,74.49,2023
KABUPATEN PIDIE JAYA,70.6,14.99,9.58,11005.0,74.8,2023
KOTA BANDA ACEH,72.02,17.93,13.04,17521.0,86.69,2023
KOTA SABANG,70.98,14.68,11.2,12137.0,77.52,2023
KOTA LANGSA,69.78,15.7,11.27,12678.0,78.36,2023
KOTA LHOKSEUMAWE,72.06,15.54,11.27,12125.0,78.92,2023
KOTA SUBULUSSALAM,64.41,15.06,8.32,8065.0,67.1,2023
KABUPATEN NIAS,70.52,13.31,6.4,7698.0,65.55,2024
KABUPATEN MANDAILING NATAL,63.65,13.87,9.11,10644.0,69.33,2024
KABUPATEN TAPANULI SELATAN,65.74,13.72,9.56,12213.0,72.14,2024
KABUPATEN TAPANULI TENGAH,68.18,13.5,8.92,11128.0,71.52,2024
KABUPATEN TAPANULI UTARA,69.77,13.74,10.31,12382.0,75.23,2024
KABUPATEN TOBA SAMOSIR,71.42,13.6,10.77,12960.0,76.91,2024
KABUPATEN LABUHAN BATU,70.99,13.26,9.5,12102.0,74.18,2024
KABUPATEN ASAHAN,69.27,12.65,8.85,12301.0,72.09,2024
KABUPATEN SIMALUNGUN,72.38,13.09,9.73,12119.0,74.97,2024
KABUPATEN DAIRI,70.27,13.53,9.89,11355.0,73.92,2024
KABUPATEN KARO,72.44,13.26,10.12,13278.0,76.55,2024
KABUPATEN DELI SERDANG,72.48,13.4,10.29,13279.0,76.92,2024
KABUPATEN LANGKAT,69.9,13.28,8.74,12080.0,72.73,2024
KABUPATEN NIAS SELATAN,69.8,12.92,6.52,7730.0,65.02,2024
KABUPATEN HUMBANG HASUNDUTAN,70.49,13.46,10.13,8844.0,71.59,2024
KABUPATEN PAKPAK BHARAT,67.24,13.91,9.73,9158.0,70.36,2024
KABUPATEN SAMOSIR,72.41,13.52,9.61,9634.0,72.88,2024
KABUPATEN SERDANG BEDAGAI,69.83,12.65,9.12,12015.0,72.47,2024
KABUPATEN BATU BARA,68.11,13.12,8.51,11373.0,70.83,2024
KABUPATEN PADANG LAWAS UTARA,67.99,13.54,9.82,10925.0,72.32,2024
KABUPATEN PADANG LAWAS,67.87,13.87,9.63,9821.0,71.27,2024
KABUPATEN LABUHAN BATU SELATAN,69.73,13.53,9.19,12353.0,73.67,2024
KABUPATEN LABUHAN BATU UTARA,70.47,13.58,9.14,12839.0,74.4,2024
KABUPATEN NIAS UTARA,70.44,13.37,7.05,7189.0,65.62,2024
KABUPATEN NIAS BARAT,70.2,12.99,7.26,6740.0,64.67,2024
KOTA SIBOLGA,70.38,13.43,10.45,12713.0,75.66,2024
KOTA TANJUNG BALAI,64.44,13.15,9.69,12264.0,71.1,2024
KOTA PEMATANG SIANTAR,75.05,14.61,11.82,13349.0,81.17,2024
KOTA TEBING TINGGI,71.78,13.13,10.87,13900.0,77.45,2024
KOTA MEDAN,74.16,14.79,11.79,16069.0,82.76,2024
KOTA BINJAI,73.28,14.18,11.2,12015.0,78.1,2024
KOTA PADANGSIDIMPUAN,70.43,14.62,11.13,11964.0,76.96,2024
KOTA GUNUNGSITOLI,72.25,13.79,8.76,9056.0,71.41,2024
KABUPATEN KEPULAUAN SERIBU,69.78,12.67,9.26,14110.0,74.17,2024
KOTA JAKARTA SELATAN,75.02,13.94,11.95,25573.0,86.94,2024
KOTA JAKARTA TIMUR,75.38,14.07,11.99,19193.0,84.65,2024
KOTA JAKARTA PUSAT,75.09,13.31,11.61,18661.0,83.01,2024
KOTA JAKARTA BARAT,74.48,13.14,11.24,22119.0,83.64,2024
KOTA JAKARTA UTARA,73.69,12.7,10.85,20032.0,81.39,2024
KABUPATEN BOGOR,72.16,12.75,8.39,11563.0,72.39,2024
KABUPATEN SUKABUMI,72.06,12.39,7.34,9815.0,68.97,2024
KABUPATEN CIANJUR,70.96,12.04,7.33,9026.0,67.24,2024
KABUPATEN BANDUNG,74.53,12.74,9.15,11392.0,74.27,2024
KABUPATEN GARUT,72.28,12.17,7.85,9168.0,68.79,2024
KABUPATEN TASIKMALAYA,70.39,12.64,7.97,8965.0,68.36,2024
KABUPATEN CIAMIS,72.87,14.3,8.1,10085.0,72.56,2024
KABUPATEN KUNINGAN,74.53,12.27,7.9,10418.0,71.26,2024
KABUPATEN CIREBON,73.04,12.42,7.65,11529.0,71.44,2024
KABUPATEN MAJALENGKA,71.31,12.27,7.53,10842.0,69.74,2024
KABUPATEN SUMEDANG,73.45,13.02,8.74,11589.0,73.73,2024
KABUPATEN INDRAMAYU,72.77,12.32,6.95,11010.0,69.83,2024
KABUPATEN SUBANG,73.51,12.11,7.46,11894.0,71.36,2024
KABUPATEN PURWAKARTA,71.99,12.25,8.14,13099.0,72.65,2024
KABUPATEN KARAWANG,73.14,12.21,8.05,12942.0,72.9,2024
KABUPATEN BEKASI,74.57,13.18,9.76,12500.0,76.44,2024
KABUPATEN BANDUNG BARAT,73.34,12.0,8.24,9583.0,70.03,2024
KABUPATEN PANGANDARAN,72.41,12.31,8.1,9654.0,69.85,2024
KOTA BOGOR,74.74,13.51,10.71,13154.0,78.52,2024
KOTA SUKABUMI,73.35,13.62,10.38,12252.0,76.85,2024
KOTA BANDUNG,75.37,14.25,11.07,18795.0,83.52,2024
KOTA CIREBON,73.34,13.17,10.53,12869.0,77.08,2024
KOTA BEKASI,76.12,14.14,11.79,16775.0,83.54,2024
KOTA DEPOK,75.55,14.11,11.59,16640.0,82.91,2024
KOTA CIMAHI,75.1,13.85,11.52,13278.0,80.08,2024
KOTA TASIKMALAYA,73.16,13.5,9.63,11431.0,75.04,2024
KOTA BANJAR,72.03,13.28,8.83,11811.0,73.64,2024
KABUPATEN CILACAP,74.57,12.69,7.4,11868.0,72.38,2024
KABUPATEN BANYUMAS,74.34,13.34,7.91,12960.0,74.52,2024
KABUPATEN PURBALINGGA,73.56,12.03,7.36,11343.0,70.69,2024
KABUPATEN BANJARNEGARA,74.66,11.83,6.87,10595.0,69.6,2024
KABUPATEN KEBUMEN,73.96,13.39,7.87,10176.0,71.93,2024
KABUPATEN PURWOREJO,75.51,13.55,8.65,11584.0,75.11,2024
